Age,Gender,Country,Occupation,Marital Status,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Primary Platform,Screen Time (hrs),Device Type,Internet Speed (Mbps),Data Plan Used,Social Media Fatigue Level (scale 1-10),Digital Well-being Awareness,Tech Savviness Level (scale 1-10),Average Sleep Time (hrs),Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Physical Activity Time (hrs),Monthly Income (USD),Monthly Expenditure on Entertainment (USD),Subscription Platforms,Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),News Consumption Time (hrs)
38,Female,Australia,Unemployed,Single,4.32,2.49,3.71,6.66,2.13,YouTube,3.81,Tablet,18.79,Unlimited,2,Moderate,3,4.86,8,3,1.66,6450.39,374.13,4,Short Videos,Networking,Amazon Prime,0.2,1.17
14,Female,UK,Unemployed,Divorced,2.57,5.92,3.37,5.69,1.29,Facebook,11.29,PC,75.11,10GB,6,Low,8,6.44,9,8,0.54,6583.04,192.25,0,News,Networking,YouTube,2.3,1.79
39,Other,Canada,Unemployed,Married,1.11,9.07,4.11,0.72,2.44,TikTok,6.11,PC,37.32,50GB,3,Moderate,6,5.08,2,2,1.17,2841.07,309.21,3,Short Videos,News,Spotify,0.45,2.83
63,Other,UK,Unemployed,Divorced,0.54,6.53,1.47,2.44,2.78,YouTube,11.96,Smartphone,29.97,10GB,6,Low,8,7.24,5,4,2.58,4258.55,423.56,1,Series,Networking,Netflix,3.81,0.15
32,Other,Canada,Student,Divorced,5.97,1.67,1.84,5.63,2.68,Facebook,9.72,Tablet,58.43,50GB,8,Low,9,8.22,5,2,1.0,8456.17,285.66,3,Series,Networking,Spotify,3.27,2.29
15,Male,USA,Retired,Widowed,7.43,2.37,2.36,3.09,0.13,Facebook,5.12,Tablet,24.77,Unlimited,3,Moderate,2,5.13,2,7,0.7,2583.44,159.74,3,Movies,Education,YouTube,2.7,2.24
14,Female,Germany,Professional,Widowed,3.73,9.45,1.68,0.68,4.49,TikTok,11.56,PC,87.63,Unlimited,7,High,1,7.26,6,9,1.96,8205.42,353.89,3,Series,Education,YouTube,1.14,2.0
33,Female,Australia,Unemployed,Widowed,4.59,3.57,1.2,2.5,4.32,Twitter,3.46,Tablet,9.9,50GB,2,Moderate,6,8.11,9,4,0.79,6286.07,419.55,0,Short Videos,Education,Amazon Prime,1.79,0.23
21,Other,USA,Student,Widowed,0.63,5.61,4.67,4.88,4.73,Facebook,2.23,PC,23.75,50GB,7,High,8,5.46,6,4,0.52,6553.56,68.23,5,Series,Networking,Spotify,0.7,1.87
14,Male,Australia,Professional,Divorced,2.88,1.92,0.32,2.04,2.71,YouTube,3.91,Tablet,18.35,10GB,6,Moderate,1,6.3,3,8,1.19,4590.26,475.65,4,News,Networking,Netflix,3.22,1.02
52,Female,Canada,Student,Single,0.67,1.2,4.91,3.68,3.8,Instagram,3.98,Smartphone,72.38,Unlimited,6,High,2,5.65,9,8,1.61,9655.59,158.07,1,News,News,Amazon Prime,3.81,1.03
36,Other,UK,Professional,Widowed,2.09,3.54,2.08,2.53,4.0,YouTube,6.44,Tablet,88.25,50GB,3,Moderate,3,5.18,4,6,2.68,3084.42,143.5,5,Short Videos,Education,Spotify,3.27,2.97
28,Female,Australia,Professional,Married,3.55,3.92,1.17,0.82,3.41,Facebook,2.37,Tablet,33.18,50GB,2,Moderate,2,6.86,5,2,0.44,8156.81,470.52,0,Series,Networking,Spotify,0.44,1.07
59,Male,Germany,Student,Divorced,2.12,3.85,3.66,4.59,2.03,Instagram,3.73,Smartphone,81.16,50GB,8,Low,9,8.98,9,8,0.75,3405.96,157.42,2,Short Videos,Entertainment,Netflix,1.37,1.93
19,Female,UK,Professional,Divorced,0.53,9.16,1.59,2.55,3.98,YouTube,2.73,PC,59.66,50GB,1,Moderate,6,6.42,1,5,2.03,9628.79,313.37,0,News,News,Spotify,2.08,0.76
62,Male,UK,Unemployed,Divorced,0.53,0.73,2.0,4.18,2.02,YouTube,11.78,PC,54.82,Unlimited,5,Moderate,2,6.28,2,1,0.19,3485.74,44.04,2,News,Entertainment,Netflix,0.56,2.71
29,Male,Australia,Unemployed,Divorced,6.05,9.2,2.6,3.14,1.24,Facebook,2.08,Tablet,32.62,50GB,4,Low,2,5.97,4,9,1.07,799.74,128.31,2,Short Videos,Networking,Netflix,0.89,1.15
59,Male,USA,Unemployed,Widowed,7.88,7.96,2.84,6.86,3.39,TikTok,11.64,Tablet,56.17,50GB,7,Low,4,5.26,7,4,0.7,2266.57,255.79,3,News,News,Spotify,3.56,1.83
44,Other,Australia,Retired,Single,4.42,3.39,1.12,0.52,1.03,Twitter,2.1,Tablet,16.61,Unlimited,3,Low,7,6.77,5,3,1.77,2167.01,386.32,1,Short Videos,Education,Netflix,0.82,2.33
55,Other,India,Retired,Divorced,4.58,5.97,3.64,6.58,3.46,Facebook,7.65,Tablet,40.47,Unlimited,6,High,7,5.09,8,7,1.73,8365.75,259.32,4,Short Videos,News,Amazon Prime,1.27,2.55
64,Other,Australia,Student,Widowed,1.24,1.5,0.21,4.28,3.75,Facebook,7.99,PC,80.78,50GB,1,High,6,7.39,9,3,1.33,9977.94,483.23,4,Short Videos,News,YouTube,3.36,2.28
28,Male,USA,Professional,Married,7.99,9.36,1.17,4.3,0.66,Instagram,10.98,PC,36.59,10GB,4,Low,5,6.31,5,8,0.79,6830.17,105.28,4,Series,Networking,Amazon Prime,1.42,1.37
62,Female,Australia,Student,Single,4.79,1.69,0.63,1.05,3.69,Facebook,4.98,Tablet,46.09,10GB,9,Moderate,9,6.55,6,9,1.51,9785.06,310.24,0,Series,News,Amazon Prime,3.19,2.21
33,Female,Germany,Professional,Married,2.87,3.18,0.78,2.44,1.26,Instagram,11.68,Smartphone,12.07,50GB,5,Moderate,4,7.86,3,2,0.37,3156.08,196.95,2,Short Videos,News,Amazon Prime,0.99,2.01
33,Other,Australia,Unemployed,Single,5.07,9.06,3.34,2.67,0.0,TikTok,7.51,Smartphone,5.69,Unlimited,8,High,9,5.93,2,8,1.13,6276.92,332.71,1,Movies,Networking,Spotify,2.74,0.28
30,Female,India,Professional,Divorced,1.29,5.7,4.28,3.97,0.17,YouTube,4.94,Smartphone,55.76,Unlimited,9,High,5,5.21,6,1,1.33,4892.44,397.67,3,Movies,Education,Amazon Prime,3.45,2.96
41,Male,Canada,Retired,Widowed,3.3,6.29,4.29,3.3,1.56,Twitter,6.37,Tablet,97.5,10GB,9,Moderate,9,8.88,2,7,1.83,2410.37,218.75,1,Movies,Education,Spotify,0.95,2.56
21,Male,India,Retired,Divorced,3.77,9.17,4.79,6.24,1.49,YouTube,7.32,Smartphone,9.18,50GB,2,High,4,4.57,6,1,0.09,9663.19,83.99,0,Series,Entertainment,Spotify,0.96,1.41
41,Other,Canada,Professional,Married,4.31,3.99,3.88,2.75,4.67,TikTok,11.34,PC,54.24,50GB,8,High,2,5.53,3,4,1.43,8305.18,256.69,2,Series,Entertainment,Amazon Prime,2.52,0.19
41,Male,India,Unemployed,Single,4.3,3.87,2.59,1.8,1.34,TikTok,8.05,Tablet,28.74,Unlimited,3,Moderate,4,7.37,8,7,2.12,8466.88,412.71,4,Short Videos,News,Netflix,3.64,2.41
52,Female,Canada,Retired,Widowed,2.22,2.96,2.02,6.6,0.62,Twitter,8.77,Smartphone,97.02,50GB,6,High,8,4.5,3,4,2.15,8086.47,17.24,2,Movies,Education,YouTube,1.99,0.52
56,Male,UK,Unemployed,Widowed,3.64,7.92,3.02,4.63,0.97,TikTok,3.35,PC,83.63,50GB,5,Moderate,7,8.0,6,5,0.88,8271.09,62.07,1,Movies,Education,Spotify,1.34,0.29
35,Male,India,Professional,Widowed,3.21,8.97,1.88,1.21,0.85,Twitter,3.43,Tablet,76.71,10GB,8,High,9,5.98,4,4,2.14,6488.25,297.14,2,Movies,Education,Netflix,2.17,2.43
28,Female,Germany,Student,Single,5.78,2.89,2.78,4.83,1.79,TikTok,2.87,Tablet,69.78,10GB,5,Moderate,9,7.05,5,6,0.26,5306.19,40.8,1,Movies,Networking,Netflix,3.22,0.18
26,Female,UK,Student,Widowed,7.94,3.62,0.37,1.96,1.27,YouTube,2.86,Smartphone,33.98,50GB,8,High,4,8.99,9,7,0.7,4172.64,460.55,1,Series,News,YouTube,3.2,0.04
23,Female,UK,Student,Widowed,4.15,6.65,4.72,6.47,1.26,YouTube,9.34,PC,44.99,Unlimited,5,Low,4,8.16,6,3,1.31,676.99,406.73,4,Movies,Networking,Spotify,1.09,0.42
16,Female,Australia,Professional,Divorced,2.77,2.4,4.0,6.62,1.12,YouTube,6.23,Smartphone,8.5,Unlimited,5,Low,3,5.01,7,1,0.61,4362.88,262.86,1,News,Networking,Spotify,2.56,2.4
30,Male,India,Student,Single,7.88,6.56,1.87,6.2,3.19,TikTok,9.36,Smartphone,52.96,10GB,2,High,3,7.99,6,5,1.23,2664.76,102.43,4,Series,News,YouTube,2.76,0.01
27,Other,India,Student,Divorced,5.33,3.17,3.24,0.69,0.01,Twitter,7.98,Tablet,53.03,Unlimited,4,Low,1,4.46,6,8,0.93,5807.98,433.21,1,Series,Networking,Spotify,1.23,0.02
63,Male,Australia,Student,Married,3.02,7.98,0.75,4.07,3.98,Twitter,8.96,PC,31.94,Unlimited,9,Moderate,4,4.44,1,3,2.96,1339.98,403.04,3,News,News,Netflix,1.72,2.03
42,Female,UK,Retired,Divorced,5.66,5.66,4.17,6.15,1.59,TikTok,11.04,Tablet,18.09,10GB,1,Low,7,7.4,9,1,2.93,9527.98,221.02,3,Movies,Networking,Spotify,1.31,2.62
31,Female,India,Retired,Single,4.05,4.11,2.23,5.44,4.11,Instagram,4.93,Tablet,15.06,50GB,5,Low,9,4.55,3,8,2.46,7779.55,245.49,4,News,Education,Netflix,2.63,1.13
43,Other,Canada,Professional,Single,7.97,5.9,4.13,4.58,2.63,Twitter,5.58,Smartphone,65.75,10GB,7,Low,2,5.22,8,9,0.91,699.09,193.99,3,Movies,Entertainment,Spotify,2.87,2.92
20,Other,Germany,Professional,Single,0.65,2.15,4.74,6.47,2.48,TikTok,5.94,Smartphone,30.94,Unlimited,2,Moderate,2,8.99,4,5,2.27,4149.03,320.08,4,Short Videos,Networking,Netflix,3.72,1.14
36,Female,Australia,Retired,Divorced,2.17,1.28,1.39,3.41,4.41,TikTok,6.54,Smartphone,77.38,Unlimited,4,High,1,5.13,7,2,1.53,4166.57,171.73,4,Series,Entertainment,Amazon Prime,3.19,2.07
45,Other,Canada,Retired,Married,5.85,2.27,3.14,5.71,3.98,Twitter,5.62,Tablet,30.23,Unlimited,3,Low,2,8.32,4,7,1.98,2653.23,403.78,5,Series,Networking,Netflix,0.83,1.01
38,Female,India,Unemployed,Married,7.7,3.12,3.63,1.75,4.84,Twitter,4.5,Smartphone,80.3,50GB,1,High,6,4.91,5,3,2.29,3677.82,12.93,3,Short Videos,Entertainment,Spotify,1.19,2.8
33,Other,USA,Professional,Widowed,0.54,8.04,1.03,4.67,2.27,YouTube,11.88,Smartphone,53.42,10GB,1,Low,4,4.31,4,5,2.81,4614.58,180.57,3,Series,Networking,YouTube,1.88,2.37
64,Male,India,Professional,Widowed,4.93,9.33,0.79,4.18,4.86,TikTok,8.88,PC,21.7,50GB,5,Moderate,4,4.24,3,9,1.98,8392.99,89.93,2,News,Networking,Amazon Prime,3.35,1.14
58,Other,Canada,Student,Married,7.28,5.78,4.63,2.01,4.38,Instagram,11.46,Tablet,14.39,Unlimited,1,High,2,7.2,3,2,2.37,6160.21,251.7,4,Series,Entertainment,Spotify,1.96,2.69
45,Male,Canada,Student,Divorced,7.12,6.35,2.79,3.61,0.1,TikTok,6.34,PC,16.01,50GB,2,Moderate,8,4.86,8,7,1.55,3330.7,412.48,3,Short Videos,Education,Spotify,0.56,0.81
42,Male,Germany,Professional,Married,2.21,5.96,0.96,6.22,0.11,TikTok,5.67,PC,50.21,Unlimited,1,High,3,6.01,8,8,0.04,6951.25,20.49,3,News,Networking,Netflix,0.47,2.68
45,Other,UK,Unemployed,Divorced,3.71,5.0,0.57,6.5,2.2,Twitter,4.47,Tablet,58.75,Unlimited,2,Low,1,6.31,1,6,0.43,6092.72,30.33,3,Movies,Entertainment,Amazon Prime,3.72,2.09
23,Female,India,Student,Divorced,6.71,5.77,4.82,4.12,0.79,Twitter,7.91,Tablet,7.84,Unlimited,7,Moderate,7,7.83,1,3,0.63,7500.07,270.01,1,News,Networking,Amazon Prime,0.16,0.27
33,Other,UK,Unemployed,Single,7.63,9.42,3.81,2.68,3.06,TikTok,8.28,Smartphone,33.16,50GB,9,Moderate,1,5.02,2,8,2.05,9195.06,250.64,0,Short Videos,Education,Netflix,1.86,2.84
15,Female,Canada,Retired,Single,0.94,2.6,2.58,6.23,3.64,Twitter,6.23,Smartphone,79.68,Unlimited,5,Moderate,4,6.83,2,4,2.2,604.72,2.14,5,Short Videos,News,Amazon Prime,3.27,1.19
37,Female,UK,Professional,Divorced,4.64,6.51,3.21,0.51,3.73,Twitter,8.1,Smartphone,35.08,Unlimited,9,Low,9,7.65,1,7,0.66,2085.43,317.66,4,News,News,Amazon Prime,1.47,0.64
41,Other,Canada,Student,Widowed,7.87,4.06,3.79,5.28,0.22,Twitter,9.04,Tablet,72.06,10GB,3,Moderate,5,7.99,8,8,1.85,5759.57,406.44,0,Movies,Entertainment,YouTube,0.97,1.64
24,Male,Germany,Unemployed,Married,5.09,4.41,0.5,6.31,0.17,YouTube,7.67,Smartphone,81.36,Unlimited,8,Low,4,4.38,6,2,1.65,2473.07,62.66,3,Series,News,Spotify,1.15,1.57
63,Male,UK,Student,Married,4.01,9.8,0.6,1.79,1.06,TikTok,7.78,Smartphone,68.77,50GB,4,Moderate,9,7.4,3,9,2.0,826.64,214.48,0,Series,Entertainment,YouTube,2.63,2.67
60,Male,India,Student,Divorced,2.62,9.16,3.21,5.37,4.62,Instagram,5.52,Tablet,44.37,Unlimited,3,Moderate,8,5.11,4,6,0.81,1984.49,39.51,3,Movies,Education,YouTube,1.19,1.61
50,Other,Australia,Student,Married,3.53,0.61,2.51,0.66,4.99,YouTube,9.02,Tablet,6.03,10GB,8,Low,3,6.93,9,6,0.11,1269.66,82.81,2,Movies,Entertainment,Amazon Prime,0.35,0.95
40,Female,India,Professional,Divorced,5.23,8.02,2.37,4.25,1.38,TikTok,2.05,Smartphone,64.32,10GB,7,Low,9,6.71,6,2,1.26,2823.67,337.4,4,Series,Networking,Netflix,2.83,2.96
58,Other,USA,Student,Single,6.02,8.07,1.78,4.74,4.86,Instagram,6.96,Tablet,63.76,10GB,1,High,7,8.71,7,1,0.47,9631.62,244.66,2,Movies,Entertainment,YouTube,2.84,0.76
19,Male,USA,Student,Married,1.05,7.13,2.1,2.9,2.66,Twitter,10.51,PC,38.09,10GB,7,Low,8,6.56,1,5,1.18,2259.96,34.82,5,Series,Entertainment,Amazon Prime,1.04,2.3
54,Male,Germany,Retired,Single,4.69,7.17,3.01,2.31,4.98,Twitter,4.47,Tablet,8.69,10GB,6,High,5,7.44,7,2,1.04,3652.91,187.46,5,Series,Networking,YouTube,2.03,1.33
19,Other,Canada,Unemployed,Married,1.83,6.13,0.69,2.2,4.8,Facebook,11.43,PC,97.41,50GB,4,Low,9,7.01,3,8,1.21,1321.99,485.7,0,News,Networking,Netflix,1.54,0.43
54,Female,USA,Student,Single,7.84,5.46,4.05,1.05,1.24,YouTube,5.61,Smartphone,56.63,50GB,3,High,8,4.06,8,8,2.23,9416.15,260.29,0,Short Videos,Entertainment,YouTube,3.16,0.04
27,Other,Germany,Professional,Married,3.98,9.83,2.52,3.56,1.18,Instagram,2.19,Smartphone,11.35,10GB,4,Low,6,5.43,7,3,0.62,5045.18,486.98,5,Movies,Education,Netflix,0.98,2.51
58,Female,USA,Student,Married,4.57,9.55,1.91,2.67,0.15,TikTok,11.82,Smartphone,20.16,50GB,6,Low,4,5.38,7,5,2.19,5686.24,326.36,4,Movies,Networking,Spotify,2.78,2.57
62,Male,India,Unemployed,Single,3.8,5.83,3.79,4.24,2.53,TikTok,9.21,Smartphone,57.16,Unlimited,5,High,5,5.42,5,3,0.17,9914.84,227.94,1,Series,Entertainment,YouTube,3.38,1.26
20,Other,Germany,Retired,Married,4.06,8.54,4.0,6.22,1.93,Facebook,4.47,Smartphone,10.61,Unlimited,6,High,5,4.28,7,9,0.55,1100.03,16.56,1,News,Networking,YouTube,3.83,2.75
37,Other,Australia,Unemployed,Widowed,6.0,2.79,4.06,0.7,3.4,Facebook,6.15,Smartphone,38.9,10GB,6,Low,3,7.87,9,1,0.32,1506.9,499.2,5,Movies,Networking,YouTube,3.39,2.66
64,Other,Canada,Student,Single,1.94,4.51,2.43,4.24,3.08,TikTok,2.33,Smartphone,82.48,50GB,5,Low,5,6.04,5,2,2.41,4246.15,46.4,3,Series,Entertainment,Amazon Prime,0.67,2.53
38,Female,Germany,Professional,Divorced,0.75,2.42,2.87,3.15,3.08,TikTok,9.51,Smartphone,71.36,50GB,2,Moderate,8,5.36,6,1,1.22,5085.27,101.56,0,Movies,News,YouTube,0.14,0.89
57,Female,Canada,Retired,Widowed,5.87,2.51,2.86,2.27,0.62,Twitter,3.69,PC,36.68,Unlimited,7,Moderate,7,5.88,1,7,1.74,1309.44,95.64,4,News,Networking,YouTube,2.48,1.22
43,Other,India,Retired,Widowed,1.6,4.06,1.55,1.86,1.79,TikTok,4.96,Smartphone,65.95,Unlimited,8,Moderate,5,8.18,6,2,0.71,2149.87,410.31,1,Movies,News,YouTube,2.2,2.49
32,Other,India,Student,Single,1.34,5.83,4.27,2.98,3.3,Instagram,3.98,Tablet,75.85,10GB,9,High,6,5.96,6,7,2.06,8952.73,64.0,1,News,Networking,Netflix,1.17,1.12
27,Male,Canada,Professional,Married,6.38,5.39,1.7,5.02,1.56,Twitter,3.75,PC,96.3,Unlimited,5,Moderate,8,5.79,8,3,0.68,6722.01,3.48,2,Movies,News,Amazon Prime,1.92,1.99
23,Male,India,Professional,Widowed,5.34,6.51,4.31,2.47,0.43,Twitter,3.7,Tablet,11.17,50GB,9,Moderate,9,6.59,7,2,0.07,3392.42,25.22,1,Series,Networking,YouTube,2.46,0.59
52,Male,UK,Unemployed,Married,5.54,6.35,4.68,5.28,1.13,Facebook,10.15,PC,27.3,50GB,3,High,7,7.7,3,5,1.79,842.73,35.77,4,News,News,Netflix,3.37,2.44
33,Other,USA,Unemployed,Divorced,3.87,3.01,0.86,0.63,3.49,Instagram,7.44,Tablet,74.77,50GB,7,High,1,4.61,2,3,0.58,5811.99,232.0,5,Series,Entertainment,Amazon Prime,1.97,0.46
39,Other,India,Professional,Single,2.03,1.17,4.59,3.81,3.78,YouTube,11.4,Smartphone,48.3,Unlimited,1,High,3,6.24,3,9,2.66,9305.71,428.24,1,News,Entertainment,YouTube,2.29,1.3
38,Female,USA,Retired,Widowed,4.66,4.84,1.93,5.21,3.29,Facebook,3.89,Tablet,90.21,50GB,3,Moderate,1,5.52,4,9,0.55,4738.77,300.63,2,News,Networking,YouTube,1.79,1.11
43,Other,Canada,Retired,Widowed,3.37,3.99,4.92,0.82,3.07,Twitter,9.06,Tablet,35.7,Unlimited,5,Low,7,7.54,8,1,2.67,7607.32,324.81,1,News,News,Amazon Prime,1.93,1.03
58,Other,Germany,Student,Divorced,3.79,6.59,4.74,1.72,3.36,Facebook,6.62,PC,83.33,Unlimited,5,Moderate,7,5.6,5,6,1.74,7988.58,336.87,1,Short Videos,Entertainment,Amazon Prime,0.61,1.41
64,Male,India,Professional,Divorced,7.29,3.34,0.42,3.72,1.19,TikTok,10.8,Tablet,29.55,Unlimited,4,High,9,4.2,7,2,2.08,1046.01,80.28,0,Short Videos,Networking,Amazon Prime,3.43,1.93
34,Other,Germany,Professional,Single,1.1,6.91,3.64,1.39,3.43,TikTok,6.75,PC,22.96,Unlimited,3,High,8,6.13,5,1,0.01,5199.48,342.76,2,Short Videos,News,YouTube,1.62,1.8
56,Male,Australia,Professional,Widowed,1.69,1.18,4.8,4.32,0.53,Facebook,2.81,Tablet,76.31,10GB,5,Low,1,6.64,1,7,1.26,7587.85,163.27,5,Movies,Entertainment,Amazon Prime,1.85,1.67
52,Female,USA,Student,Widowed,3.15,9.02,4.85,5.1,3.96,Twitter,6.53,Tablet,9.38,Unlimited,8,Low,7,7.81,8,2,0.39,7661.33,144.67,3,News,News,Spotify,2.24,0.07
42,Other,India,Professional,Widowed,3.66,2.13,1.63,2.86,2.96,Instagram,5.84,Smartphone,78.74,50GB,3,High,6,7.2,7,9,2.32,7363.91,257.39,2,News,Education,Netflix,1.35,0.17
62,Female,India,Retired,Single,5.15,2.62,1.64,4.45,0.81,Facebook,6.94,Smartphone,31.37,10GB,3,High,8,8.35,6,7,2.28,4135.41,493.69,2,Series,Networking,Amazon Prime,0.45,0.9
23,Female,Germany,Student,Single,6.8,3.69,1.16,4.48,2.54,Facebook,3.19,Smartphone,28.13,10GB,3,High,7,8.03,1,1,1.03,1797.48,42.46,0,Short Videos,News,YouTube,3.24,0.15
18,Male,Australia,Student,Single,5.58,1.7,3.71,4.39,2.23,Facebook,3.62,Smartphone,90.36,10GB,7,Moderate,2,6.63,9,5,0.05,4102.28,372.08,3,Movies,Entertainment,Netflix,0.08,2.64
57,Female,Germany,Student,Widowed,6.63,3.88,2.56,1.67,2.2,Twitter,9.31,Tablet,8.19,50GB,1,Low,1,4.04,5,6,1.89,773.52,102.91,1,Short Videos,Entertainment,Netflix,3.47,1.88
35,Male,UK,Student,Divorced,7.28,5.88,3.81,6.05,4.34,Instagram,9.17,Smartphone,13.78,50GB,1,High,1,4.17,6,9,1.75,4677.08,406.23,1,Movies,News,Amazon Prime,2.01,1.14
57,Female,Germany,Retired,Widowed,4.7,3.76,2.28,3.91,0.73,YouTube,4.57,Smartphone,22.83,Unlimited,9,Low,5,4.19,9,1,0.06,8496.36,441.4,0,Series,Entertainment,Spotify,1.87,1.81
59,Male,Australia,Professional,Widowed,5.18,7.95,3.15,1.84,2.0,Facebook,3.03,PC,58.37,10GB,1,High,8,4.81,6,7,0.74,1208.43,104.34,1,Movies,Networking,Netflix,2.62,2.76
16,Other,Canada,Unemployed,Single,2.91,2.6,1.69,2.21,4.57,YouTube,4.59,PC,18.1,Unlimited,5,Low,6,8.58,5,7,0.9,4801.52,60.04,2,Short Videos,Entertainment,Netflix,3.13,0.16
58,Male,UK,Professional,Divorced,1.23,7.79,2.43,3.85,4.19,Instagram,8.67,Tablet,47.58,50GB,7,Moderate,7,5.91,6,2,1.0,4587.35,114.63,2,News,Networking,YouTube,3.09,2.88
36,Other,India,Student,Divorced,1.99,8.1,1.08,4.13,0.33,Instagram,10.7,Smartphone,11.63,Unlimited,1,High,4,6.68,5,5,2.17,2187.32,64.61,0,Series,News,Amazon Prime,0.3,0.9
39,Other,India,Retired,Single,1.45,9.3,2.2,4.16,3.48,Twitter,5.78,Smartphone,93.71,10GB,5,High,2,6.12,8,6,2.05,8235.15,268.09,1,Series,Entertainment,YouTube,0.3,1.01
45,Female,UK,Student,Married,4.01,7.57,3.27,4.61,0.14,Twitter,4.14,PC,64.14,50GB,5,Moderate,4,5.01,6,6,0.89,7092.98,471.61,0,Short Videos,Entertainment,YouTube,2.57,1.22
61,Female,Canada,Retired,Married,0.62,1.56,4.09,4.06,0.11,YouTube,5.97,Tablet,95.25,10GB,6,High,7,6.18,7,1,2.29,3175.43,203.38,2,Series,News,YouTube,1.35,0.02
13,Female,Canada,Student,Divorced,3.25,7.81,4.34,4.25,4.14,TikTok,7.09,PC,19.44,50GB,5,Moderate,4,7.37,4,4,1.78,8900.94,435.42,2,News,News,Amazon Prime,2.44,0.56
37,Female,Australia,Professional,Single,4.48,6.85,1.91,4.0,4.66,Twitter,11.09,PC,44.5,Unlimited,9,Moderate,3,5.4,5,3,2.86,3154.3,326.72,4,News,Entertainment,YouTube,2.47,0.18
48,Female,Canada,Retired,Divorced,1.93,0.88,4.52,0.77,2.2,Instagram,2.84,PC,25.23,10GB,9,Moderate,3,7.93,5,1,0.13,3051.65,243.3,1,Short Videos,Entertainment,YouTube,2.8,0.4
50,Female,USA,Student,Widowed,6.93,4.44,2.07,6.35,3.24,Facebook,3.06,Smartphone,10.04,50GB,2,High,7,8.54,3,6,0.48,4524.24,245.07,5,Movies,Education,Spotify,0.4,1.83
49,Male,USA,Professional,Married,1.03,2.75,4.31,6.73,4.97,Instagram,8.19,Smartphone,19.55,Unlimited,5,Moderate,9,7.47,1,4,0.87,2792.64,471.04,5,Short Videos,News,Netflix,0.88,2.63
19,Other,USA,Student,Widowed,3.85,4.71,0.58,1.45,1.9,Instagram,7.0,Smartphone,36.95,Unlimited,4,Moderate,1,7.28,2,3,0.89,6201.21,463.07,1,News,Entertainment,Amazon Prime,1.07,1.9
28,Male,Canada,Professional,Divorced,5.52,8.92,4.64,1.38,1.28,YouTube,8.59,PC,10.14,Unlimited,2,Low,4,4.49,8,7,0.6,2968.86,209.57,4,Short Videos,Entertainment,YouTube,0.12,1.94
31,Male,UK,Retired,Married,5.25,4.37,3.99,2.49,4.79,YouTube,9.48,Smartphone,80.55,Unlimited,8,Moderate,1,8.66,1,7,1.38,9855.67,179.61,5,News,Networking,YouTube,1.8,0.8
54,Other,Germany,Student,Single,6.3,4.17,1.24,3.28,4.03,Instagram,2.3,Smartphone,61.33,50GB,9,High,8,7.3,6,4,2.61,9134.13,44.79,2,Short Videos,Networking,Amazon Prime,3.51,0.56
27,Other,Canada,Unemployed,Married,2.72,3.82,0.36,1.13,4.55,Facebook,6.06,PC,75.68,Unlimited,1,High,4,6.57,5,5,0.85,1617.81,463.42,0,Movies,Entertainment,Amazon Prime,2.91,1.35
23,Other,Australia,Professional,Widowed,3.73,0.94,4.56,6.31,1.73,Facebook,2.28,Smartphone,16.15,10GB,7,Low,9,6.21,5,6,0.84,4990.71,308.86,1,Short Videos,News,YouTube,0.87,1.93
62,Other,India,Student,Married,7.58,5.18,0.97,4.17,1.95,YouTube,9.98,Smartphone,15.98,10GB,5,Moderate,1,6.31,1,9,0.49,6993.13,319.65,1,Movies,Entertainment,Spotify,1.16,2.54
13,Female,Australia,Retired,Widowed,4.78,2.2,1.07,0.93,2.74,Facebook,6.66,Tablet,68.86,10GB,6,High,6,6.26,3,8,0.6,505.45,441.29,0,Series,Entertainment,YouTube,1.37,1.3
64,Other,Canada,Professional,Single,3.3,9.91,2.15,1.21,3.52,YouTube,2.08,Tablet,5.57,Unlimited,3,High,7,4.07,6,8,1.58,9823.58,363.9,5,Series,News,YouTube,3.79,0.04
48,Male,USA,Unemployed,Single,2.32,1.6,0.7,6.24,3.44,Facebook,3.21,Smartphone,39.1,Unlimited,7,Moderate,9,6.96,3,4,1.62,5857.48,276.4,3,Series,Education,Netflix,0.23,1.16
56,Female,UK,Student,Widowed,7.76,5.84,2.41,4.31,0.73,Instagram,7.4,PC,29.08,10GB,9,Moderate,8,7.92,8,6,1.32,8728.06,475.81,4,Movies,Education,Netflix,1.89,1.55
28,Male,Australia,Unemployed,Single,2.48,9.44,1.3,5.47,4.05,Twitter,7.04,Tablet,65.61,10GB,5,High,7,5.63,7,2,0.3,8280.11,187.38,5,News,News,Netflix,2.17,2.42
13,Male,Germany,Student,Widowed,0.65,5.93,4.39,4.53,0.02,Twitter,11.68,Tablet,83.56,10GB,7,Low,6,8.44,2,9,1.78,4461.29,241.29,5,News,News,YouTube,0.74,2.93
51,Other,USA,Professional,Married,6.74,5.35,3.97,4.02,4.14,Facebook,11.21,Tablet,98.97,50GB,3,Moderate,7,5.97,5,1,1.37,9700.55,35.79,0,Movies,Networking,YouTube,0.3,0.29
